speaker,utt_id,utterance,emotion,sentiment,eda1,eda2,eda3,eda4,eda5,EDA,all_match,con_match,match
b'Chandler',2,"b'If you said, ""Big lima bean, bubbling up."" Would she understand the difference?'",neutral,neutral,qy,sd,sd,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Monica',3,b'Rach? What are you doing?',neutral,neutral,qw,qy,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Rachel',4,"b""Oh boy, I just can't watch. It's too scary!""",fear,negative,sd,sd,^q,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Monica',5,"b""It's a diaper commercial.""",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Rachel',6,"b'Oh yeah well, you know me, babies, responsibilities, ahhh!!!'",fear,negative,sv,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Caitlin',7,b'Pizza delivery!',joy,positive,sd,sv,bf,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ross',8,"b""I'll get it! I will get that!""",joy,positive,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Caitlin',9,b'Hi!',joy,positive,fp,fp,fp,fp,ba,fp,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ross',10,b'Hi!',joy,positive,fp,fp,fp,fp,ba,fp,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ross',0,"b'Hey, you wanna get something to eat or uh, do you wanna see how long we can throw this ball back and forth? Huh?'",neutral,neutral,qy,^q,qy,ad,sv,xx,AllNotMatch,NotConMatch,NotMatch
b'Joey',1,"b'Uhh, the ball thing.'",neutral,neutral,sv,sv,ad,sd,sv,sv,AllNotMatch,NotConMatch,ConfMatchFirst123
b'Ross',2,b'Yeah?',neutral,neutral,bh,qy,%,qh,b,xx,AllNotMatch,NotConMatch,NotMatch
b'Joey',3,"b""Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?!""",joy,positive,qy,qh,qy,qy,qy,qy,AllNotMatch,ConMatch,NotMatch
b'Ross',4,"b'Uhh,'",neutral,neutral,b,ny,^q,ny,ny,ny,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Joey',5,b'Okay!',joy,positive,"fo_o_fw_""_by_bc","fo_o_fw_""_by_bc",^h,fc,nn,xx,AllNotMatch,NotConMatch,NotMatch
b'Joey',6,b'Uh-oh.',fear,negative,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'Ross',7,b'What?',neutral,neutral,br,br,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Joey',8,"b""I have to pee. And Rachel's in the bathroom!""",sadness,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Joey',9,"b""Man, I didn't think we were gonna make it!""",surprise,positive,sv,sd,sv,sd,qy,xx,AllNotMatch,NotConMatch,NotMatch
b'Ross',10,"b""I know!  Don't switch hands, okay?""",fear,negative,qy^d,qy,sd,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Joey',0,b'Hey.',neutral,neutral,ba,fc,ba,ft,nn,ba,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Phoebe',1,b'Hey!',neutral,neutral,ba,ba,ba,ba,ba,ba,AllMatch,NotConMatch,NotMatch
b'Rachel',0,b'How did it go with Erin?',neutral,neutral,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Joey',1,"b'Oh, unbelievable! We had the best time!'",joy,positive,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Phoebe',2,"b'Yay!! Oh so, you\xc2\x92re not, you\xc2\x92re not mad at us anymore?'",joy,positive,qy,qy,^q,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Joey',3,b'No!',joy,positive,aa,nn,nn,nn,nn,nn,AllNotMatch,ConMatch,NotMatch
b'Joey',4,b'No!',joy,positive,aa,nn,nn,nn,nn,nn,AllNotMatch,ConMatch,NotMatch
b'Joey',5,b'No!',joy,positive,aa,nn,bd,aa,nn,xx,AllNotMatch,NotConMatch,NotMatch
b'Joey',6,b'You guys were totally right!',joy,positive,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Joey',7,b'This is so much better than the first time we went out.',joy,positive,sd,sd,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Joey',8,b'Y\xc2\x92know?',neutral,neutral,br,qy,br,qy,^2,xx,AllNotMatch,NotConMatch,NotMatch
b'Joey',9,"b'That was so awkward, we were really nervous.'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Phoebe',10,b'Didn\xc2\x92t you sleep together?',neutral,neutral,qy^d,qy,qy,qy,qy,qy,AllNotMatch,ConMatch,NotMatch
b'Joey',11,"b'Yeah, that really calms me down.'",neutral,neutral,sv,sd,na,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Joey',12,b'And!',joy,positive,sv,qy,x,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Joey',13,b'We have so much in common!',joy,positive,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Joey',14,"b'She loves sandwiches, sports, although she is a Met fan, not much of an issue now but if we were ever to have kids, well that\xc2\x92s a'",joy,positive,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Rachel',15,"b'Oh my God! Listen to you talkin\xc2\x92 about having kids. Oh my Joey.  Oh, please don\xc2\x92t get married before I do.'",surprise,positive,sd,fc,ba,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Joey',16,b'Okay.',neutral,neutral,b,bk,b,"fo_o_fw_""_by_bc",b,b,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Monica',0,b'How does she do that?',surprise,negative,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Ross',1,b'I cannot sleep in a public place.',neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Monica',2,b'Would you look at her? She is so peaceful.',joy,positive,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Phoebe',3,b'Oh! What what what! ...Hi.',surprise,positive,qw,ba,ad,nn,qw,xx,AllNotMatch,NotConMatch,NotMatch
b'Ross',4,"b""It's okay, y'know, you just nodded off again.""",neutral,neutral,sv,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Monica',5,"b""What's going on with you?""",surprise,positive,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Phoebe',6,b'I got no sleep last night!',anger,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ross',7,b'Why?',neutral,neutral,br,qw,qw,qw,br,qw,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Phoebe',8,"b""My grandmother has this new boyfriend, and they're both kind of insecure in bed.""",disgust,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Phoebe',9,"b'Oh, and deaf.'",neutral,neutral,b,sd,b,ba,ba,ba,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Phoebe',10,"b""So they're constantly, like, having to reassure each other that they're having a good time.""",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Phoebe',11,b'You have no idea how loud they are!',disgust,negative,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Monica',12,"b'Well, if you want, you can stay with Rachel and me tonight.'",neutral,neutral,sd,ad,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Phoebe',13,b'Thanks.',joy,positive,fc,fc,fc,ft,fc,fc,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Joey',0,b'Ew! What is that? Something exploded!',disgust,negative,qw,qy,qw,qw,qy,qw,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Nurse',1,"b""It's just her water breaking. Calm down, will you?""",neutral,neutral,qy,qy,qy,qy,sd,qy,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Joey',2,"b""Water breaking, what do you mean? What's that, water breaking?""",surprise,negative,qw,qy,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Nurse',3,"b'Breathe, breathe, breathe.'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Monica',0,"b'Are you insane? I mean Joey, is going to kill you, he\xc2\x92s actually going to kill you dead.'",surprise,negative,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Chandler',1,b'Okay! You don\xc2\x92t think I thought of that?',anger,negative,qy,qy,qrr,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Phoebe',2,b'How can you not know which one?',surprise,negative,qw,qh,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Rachel',3,b'I mean that\xc2\x92s unbelievable.',joy,positive,sv,sd,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Monica',4,"b'I mean, was it Gina?'",neutral,neutral,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ross',5,b'Which one is Gina?',neutral,neutral,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Rachel',6,"b'Dark, big hair, with the airplane earrings.'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Monica',7,"b'No, no, no, that\xc2\x92s Dina.'",neutral,neutral,sd,nn,aa,nn,nn,nn,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Chandler',8,"b'You see you can\xc2\x92t tell which one is which either, dwha!!'",surprise,negative,qy,qy,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Rachel',0,"b'I don\xc2\x92t know, you thought \xc2\x91See you Saturday\xc2\x92 was funny.'",neutral,neutral,qy^d,qy^d,sv,sv,qy^d,sv,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Rachel',1,"b'Look honey, Mark is in fashion okay, I like having a friend that I can share this stuff with.'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Rachel',2,b'You guys would never want to go to a lecture with me.',neutral,neutral,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ross',3,b'Pa-haa!! I would love to go with you.',joy,positive,fc,fc,sd,^q,sd,sd,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Rachel',4,b'Really!?',surprise,positive,bh,qy,bh,qy,bh,bh,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ross',5,"b'Yeah, hey I-I have clothes, I even pick them out.'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ross',6,"b'I mean for, for all you know I could be a fashion..... monger.'",neutral,neutral,sd,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Rachel',7,"b'Okay. Honey, I would love for you to go with me.  What?'",joy,positive,fc,ad,sd,fc,fc,fc,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ross',8,"b'What should I wear, now I\xc2\x92m all nervous.'",fear,negative,sd,qh,ad,qh,ad,ad,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Mr. Treeger',0,"b': I know, we did it!! Hey, that was incredible, huh?!'",joy,positive,sd,sd,sd,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Joey',1,"b'I know, it was amazing! I mean, we totally nailed it, it was beautiful.'",joy,positive,sd,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Mr. Treeger',2,"b': Thank you, listen, thanks a lot Tribbiani, . Oh my God, look at the time, I gotta catch the bus to the ball.'",joy,positive,fc,fc,^q,ft,fc,fc,AllNotMatch,NotConMatch,ConfMatchFirst123
b'Joey',3,"b'Oh well, okay, good luck.'",joy,positive,fc,fc,fc,fc,fc,fc,AllMatch,NotConMatch,NotMatch
b'Mr. Treeger',4,b': Yeah.',neutral,neutral,b,aa,fc,fc,b,fc,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Joey',5,b'Unless you wanna practice the Foxtrot again? Or-or the Tango?',neutral,neutral,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Mr. Treeger',6,"b': Ahh, thanks but no. You see I-I think I\xc2\x92m ready to dance with girls.'",neutral,neutral,sd,sd,na,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Joey',7,b'Okay.',neutral,neutral,b,b,b,bk,b,b,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Mr. Treeger',8,b': Yeah.',neutral,neutral,b,aa,b,b,b,b,AllNotMatch,ConMatch,NotMatch
b'Joey',9,b'Go get \xc2\x91em Treeger.',neutral,neutral,ad,ad,ad,sd,fc,ad,AllNotMatch,NotConMatch,ConfMatchFirst123
b'Mr. Treeger',10,"b': Right.  Hey, ahh, you wanna come? Marge has a girlfriend.'",neutral,neutral,sd,sd,ad,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Joey',11,b'Really?',surprise,positive,bh,bh,qy,qy,br,qy,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Mr. Treeger',12,"b': Yeah, you could dance real good with her, she\xc2\x92s the same size as me.'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Joey',13,"b'No, I\xc2\x92m good.'",neutral,neutral,sd,sv,sd,sd,ba,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ross',0,"b'Oh God, this is so nerve wracking! How-how do you do this?'",surprise,negative,qy,qy,qy,qw,qy,qy,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Joey',1,"b""Well, unfortunately, I don't get many callbacks so""",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Carol',2,b'Is it a good sign that they asked us to hang around after the audition?',surprise,positive,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Joey',3,b'Who knows?',neutral,neutral,br,qh,qw,qh,qy,xx,AllNotMatch,NotConMatch,NotMatch
b'The Casting Director',4,"b'Okay uh, we have narrowed it down to Raymond, Ben, Kyle, and Joey. The rest of you, thank you very much.'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ross',5,b'Yes!! I knew it!!  Bye-bye! So long! Later!',joy,positive,sd,fc,sv,fc,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Joey',6,"b""Oh this is great! I might actually get to play Ben's dad!""",joy,positive,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ross',7,b'Yeah!',joy,positive,b,b,b,fc,b,b,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'The Casting Director',8,"b""Actually, that can't happen.""",neutral,neutral,sv,sv,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'The Casting Director',9,"b""Yeah because you all have such different looks, we're putting you with Raymond and Kyle with Ben.""",neutral,neutral,sd,qy^d,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'The Casting Director',10,"b""So it'll be either you two  or you two.""",neutral,neutral,sd,sv,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Joey',11,"b'Man, this is gonna be kinda weird.'",sadness,negative,sv,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ross',12,"b'Yeah, it is.'",neutral,neutral,aa,sv,sv,aa,aa,aa,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ross',13,"b""No, we-we're gonna be like best friends, that's why it's gonna be weird.""",neutral,neutral,sv,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Monica',0,"b""Okay, come on, I can't get married until I get something old, something new, something borrowed, and something blue.""",sadness,negative,sd,sd,^q,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Chandler',1,"b""Okay, all right, all right, all right! Okay!  Okay, here's something, here's something blue and new.""",joy,positive,sd,sd,^q,fc,sv,xx,AllNotMatch,NotConMatch,NotMatch
b'Ross',0,b'Please!',anger,negative,ba,ad,ad,fc,fc,fc,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ross',1,b'Are you kidding?',anger,negative,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ross',2,"b'I-I hurt three huge men, I gave a guy a bloody nose\xc2\x97I mean I-I\xc2\x92m not proud of it but, I really am.'",anger,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ross',3,"b'And it\xc2\x92s all because of you, wonderful, amazing you.'",joy,positive,sd,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Emily',4,b'I think you\xc2\x92ve got concussion.',fear,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ross',5,"b'No, no, I\xc2\x92m serious. Thank you.'",joy,positive,fc,sd,sv,sd,aa,xx,AllNotMatch,NotConMatch,NotMatch
b'Emily',6,b'You\xc2\x92re welcome.  I\xc2\x92m sorry. Did I hurt you?',fear,negative,fc,qy,qy,qy,qy,qy,AllNotMatch,ConMatch,NotMatch
b'Ross',7,"b'It\xc2\x92s worth the pain.  Y\xc2\x92know what, you know what? It\xc2\x92s not.'",sadness,negative,sv,qh,sv,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Monica',0,"b""Wow! That Mike thing was interesting! I don't know what's gonna happen with Phoebe and David.""",surprise,positive,sd,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Chandler',1,"b'I do! Want a hint? huh? ""I do""  ""I do"".'",joy,positive,sd,sd,sd,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Monica',2,"b""Ok, I'm sensing that this is some kind of word play, because you are pink with barely controlled glee.""",neutral,neutral,sv,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Chandler',3,b'David is going to propose to Phoebe.',joy,positive,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Monica',4,b'What?  Why?',surprise,negative,br,qw,qw,qw,br,qw,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Monica',6,"b'Chandler, we have talked about this.'",anger,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Monica',7,b'You are not supposed to give people advice!',anger,negative,sv,qy,sv,qy,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Monica',8,"b""Now couldn't you just have made some sort of inappropriate joke?""",anger,negative,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Chandler',9,b'I',neutral,neutral,sd,sd,na,na,%,na,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Monica',10,"b""They've only been going out for a few weeks and Phoebe is completely hung up on Mike!""",anger,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Monica',11,"b'She\'ll say ""No"", David\'s heart will be broken, it will be too hard for them to recover from and then Phoebe will end up alone'",anger,negative,sv,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Chandler',12,"b""Man, that's some""",surprise,positive,ba,sv,sd,sd,ba,sd,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ross',13,"b""Oh, that's not what you want...""",neutral,neutral,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Elizabeth',0,"b'This is my father, Paul Stevens. Dad, this is Ross Geller.'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ross',1,b'It-it\xc2\x92s great to meet you Paul.',joy,positive,fc,sd,^q,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Paul',2,b'I usually prefer Elizabeth\xc2\x92s boyfriends to address me as Mr. Stevens.',neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ross',3,"b'Of course, of course, Mr. Stevens.'",neutral,neutral,sv,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Paul',4,"b'So Ross, what your problem?'",anger,negative,qw,qy,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ross',5,b'Eh-wh\xc2\x97Excuse me?',surprise,positive,ba,qy,br,qy,br,br,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Paul',6,b'Why can\xc2\x92t you get a girlfriend your own age?',anger,negative,qy^d,qy,qw,qw,qy,qw,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ross',7,b'That\xc2\x92s funny. Umm\xc2\x85.  It\xc2\x92s not funny.',fear,negative,sv,sd,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Paul',8,b'I',neutral,neutral,sd,sd,sd,sd,%,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ross',9,b'Okay.',neutral,neutral,b,bk,b,b,b,b,AllNotMatch,ConMatch,NotMatch
b'Ross',10,"b'I can, I can see that.'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ross',11,"b'Umm, but I think if you give me umm, one chance I can, I can change your mind.'",fear,negative,sd,sv,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Paul',12,b'Okay.',neutral,neutral,b,bk,b,b,b,b,AllNotMatch,ConMatch,NotMatch
b'Ross',13,b'What?',neutral,neutral,br,br,qw,qw,qy,qw,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Paul',14,b'Okay. I\xc2\x92ll give you one chance to change my mind.  You got one minute.',anger,negative,sd,ad,ad,sd,ad,ad,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Elizabeth',15,b'Daddy!',surprise,negative,br,"fo_o_fw_""_by_bc",fc,b^m,fc,fc,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Joey',0,"b'Oh well, it\xc2\x92s not on TV yet.'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'The Dry Cleaner',1,"b'Well, then it\xc2\x92s not on the wall yet.'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Joey',2,"b'Okay, fine, I will bring you a tape, huh?'",neutral,neutral,fc,sd,^q,sd,ad,xx,AllNotMatch,NotConMatch,NotMatch
b'Phoebe',3,"b'So umm, now do you have any of Matt Lauer\xc2\x92s clothes here? Maybe? Just ones that haven\xc2\x92t been cleaned yet?'",neutral,neutral,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Joey and Chandler',0,b'Ooooohh!',surprise,negative,ba,ba,ba,qy^d,nn,ba,AllNotMatch,NotConMatch,ConfMatchSecond124
b'Phoebe',1,"b""Oh yeah, I'm sure.  And all of a sudden his hands weren't the problem anymore.""",neutral,neutral,sv,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Monica',2,b'Was it...?',surprise,negative,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Phoebe',3,"b'Oh, boy scouts could have camped under there.'",neutral,neutral,sd,sd,sv,ng,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Rachel',4,"b'""Ooo,"" what?'",surprise,positive,br,br,br,sd,br,br,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Phoebe',5,b'Uma Thurman.',neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Monica',6,b'Oh!',surprise,positive,ba,ba,ba,ba,bk,ba,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ross',7,b'The actress!',surprise,positive,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ross',8,b'Thanks Rach.',neutral,neutral,fc,t3,fp,sd,ba,xx,AllNotMatch,NotConMatch,NotMatch
b'Chandler',9,b'So what are you gonna do?',surprise,negative,qw,qy,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ross',10,b'You have to tell her!',joy,positive,qy^d,qy,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ross',11,b'You have to tell her!',joy,positive,qy^d,qy,ad,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ross',12,"b""It's your moral obligation, as a friend, as a woman, I think it's a feminist issue!""",anger,negative,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ross',13,b'Guys?',anger,negative,qy,qy,qy,qy,^2,qy,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ross',14,b'Guys?',anger,negative,qy,qy,qy,qy,br,qy,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Chandler',15,"b'Oh, yeah, you have to tell her.'",neutral,neutral,sd,fc,sv,^h,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Joey',16,"b""Feminist issue. That's where I went!""",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Phoebe',17,b'She is gonna hate me.',fear,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ross',18,"b'Yeah, well...'",neutral,neutral,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'Chandler',0,b'Will you marry me?',fear,negative,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Joey',1,b'It\xc2\x92s the big night! We wanted to wish you good luck!',joy,positive,fc,fc,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ross',2,"b'Yeah, yeah you have the ring?'",neutral,neutral,qy,qy,qy^d,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Chandler',3,"b'Yeah, right here in my pocket.  Pheebs?'",neutral,neutral,qy,qy,na,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Phoebe',4,b'Oh! Oop!',surprise,positive,ba,ba,ba,^q,nn,ba,AllNotMatch,NotConMatch,ConfMatchFirst123
b'Chandler',5,"b'Okay, now will you guys get out of here? I want this is to be a surprise and she\xc2\x92s gonna know.'",neutral,neutral,qy,qy,sd,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ross',6,b'Yeah-yeah you guys. Get out of here!',neutral,neutral,sv,aa,ad,^q,b,xx,AllNotMatch,NotConMatch,NotMatch
b'Monica',7,b'Hi guys.',neutral,neutral,fp,sd,ba,fc,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Chandler',8,b'You are beautiful.',joy,positive,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Monica',9,"b'Oh, thank you!   What\xc2\x92s going on?'",joy,positive,qy,fc,fc,fp,fc,fc,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
